StudentID,Skill,EvidenceCount,ScoreNormalized,SkillLevel,QuizID,NumQuestions,NumCorrect,QuizProficiency,AvgResponseTimeSeconds,QuizWeight,TranscriptWeight,QuizProficiencyFilled,FinalScore,FinalSkillLevel
IT21013928,Academic Listening & Note-taking,1,0.1333333333333333,Beginner,,0,,,,0.0,1.0,0.0,0.1333333333333333,Beginner
IT21013928,Academic Writing & Grammar,1,0.1333333333333333,Beginner,,0,,,,0.0,1.0,0.0,0.1333333333333333,Beginner
IT21013928,Agile Development & SCRUM,1,0.1,Beginner,,0,,,,0.0,1.0,0.0,0.1,Beginner
IT21013928,Agile Software Development & Scrum Practices,1,0.0833333333333333,Beginner,,0,,,,0.0,1.0,0.0,0.0833333333333333,Beginner
IT21013928,Algorithm Analysis & Asymptotic Notations,1,0.0833333333333333,Beginner,,0,,,,0.0,1.0,0.0,0.0833333333333333,Beginner
IT21013928,Algorithm Design Techniques,1,0.0833333333333333,Beginner,,0,,,,0.0,1.0,0.0,0.0833333333333333,Beginner
IT21013928,Android OS & Application Components,1,0.125,Beginner,,0,,,,0.0,1.0,0.0,0.125,Beginner
IT21013928,Application Testing & Security,1,0.125,Beginner,,0,,,,0.0,1.0,0.0,0.125,Beginner
IT21013928,"Arrays, Structures & File Handling",1,0.1333333333333333,Beginner,,0,,,,0.0,1.0,0.0,0.1333333333333333,Beginner
IT21013928,Boolean Algebra & Logic,1,0.1333333333333333,Beginner,,0,,,,0.0,1.0,0.0,0.1333333333333333,Beginner
IT21013928,C++ Programming Implementation,1,0.1333333333333333,Beginner,,0,,,,0.0,1.0,0.0,0.1333333333333333,Beginner
IT21013928,Calculus & Differentiation,1,0.1333333333333333,Beginner,,0,,,,0.0,1.0,0.0,0.1333333333333333,Beginner
IT21013928,"Classes, Objects & Properties",1,0.1333333333333333,Beginner,,0,,,,0.0,1.0,0.0,0.1333333333333333,Beginner
IT21013928,"Collections, Generics & Threads",1,0.1666666666666666,Beginner,,0,,,,0.0,1.0,0.0,0.1666666666666666,Beginner
IT21013928,Combinational & Sequential Logic Circuits,1,0.1333333333333333,Beginner,,0,,,,0.0,1.0,0.0,0.1333333333333333,Beginner
IT21013928,Control Structures & Loops,1,0.1333333333333333,Beginner,,0,,,,0.0,1.0,0.0,0.1333333333333333,Beginner
IT21013928,Data Handling & Media Integration,1,0.125,Beginner,,0,,,,0.0,1.0,0.0,0.125,Beginner
IT21013928,Data Modeling & ER Diagrams,1,0.1,Beginner,,0,,,,0.0,1.0,0.0,0.1,Beginner
IT21013928,Data Representation & Computer Architecture,1,0.1333333333333333,Beginner,,0,,,,0.0,1.0,0.0,0.1333333333333333,Beginner
IT21013928,Database Connectivity (ODBC/JDBC),1,0.1666666666666666,Beginner,,0,,,,0.0,1.0,0.0,0.1666666666666666,Beginner
IT21013928,Database Design & Conceptual Modeling,1,0.1666666666666666,Beginner,,0,,,,0.0,1.0,0.0,0.1666666666666666,Beginner
IT21013928,Database Security & Performance Optimization,1,0.1666666666666666,Beginner,,0,,,,0.0,1.0,0.0,0.1666666666666666,Beginner
IT21013928,Descriptive & Inferential Statistics,1,0.0833333333333333,Beginner,,0,,,,0.0,1.0,0.0,0.0833333333333333,Beginner
IT21013928,Design Patterns & Web-based Project,1,0.1666666666666666,Beginner,,0,,,,0.0,1.0,0.0,0.1666666666666666,Beginner
IT21013928,"Design Patterns (Creational, Structural, Behavioral)",1,0.125,Beginner,,0,,,,0.0,1.0,0.0,0.125,Beginner
IT21013928,Diversity & Inclusion Awareness,1,0.0833333333333333,Beginner,,0,,,,0.0,1.0,0.0,0.0833333333333333,Beginner
IT21013928,Documentation & Presentation Skills,1,0.0833333333333333,Beginner,,0,,,,0.0,1.0,0.0,0.0833333333333333,Beginner
IT21013928,"Encapsulation, Abstraction & Interfaces",1,0.1333333333333333,Beginner,,0,,,,0.0,1.0,0.0,0.1333333333333333,Beginner
IT21013928,Ethics & Professional Conduct,2,0.1083333333333333,Beginner,,0,,,,0.0,1.0,0.0,0.1083333333333333,Beginner
IT21013928,Exception Handling & Debugging,1,0.1666666666666666,Beginner,,0,,,,0.0,1.0,0.0,0.1666666666666666,Beginner
IT21013928,File System & I/O Management,1,0.0833333333333333,Beginner,,0,,,,0.0,1.0,0.0,0.0833333333333333,Beginner
IT21013928,Functional & Object-Oriented Analysis & Design,1,0.125,Beginner,,0,,,,0.0,1.0,0.0,0.125,Beginner
IT21013928,Functions & Recursion,1,0.1333333333333333,Beginner,,0,,,,0.0,1.0,0.0,0.1333333333333333,Beginner
IT21013928,Graph Theory & Matrices,1,0.1333333333333333,Beginner,,0,,,,0.0,1.0,0.0,0.1333333333333333,Beginner
IT21013928,HTML/CSS & UI Design,1,0.1,Beginner,,0,,,,0.0,1.0,0.0,0.1,Beginner
IT21013928,Hypothesis Testing & Chi-Squared Tests,1,0.0833333333333333,Beginner,,0,,,,0.0,1.0,0.0,0.0833333333333333,Beginner
